ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,21,3,13,0,32,0,5,18,7
0007CB3491,9,0,8,72,2,53,1,34,65,53
0007CB4837,0,11,0,30,2,19,3,11,35,10
0007CB6AB4,4,98,66,0,1,100,18,54,269,88
0007CD5116,0,4,4,4,0,11,5,3,11,10
0007CDE223,22,53,13,68,1,0,0,63,73,64
0007CDE4F0,0,5,3,37,4,3,0,6,9,7
0007CDEAA7,5,38,8,54,0,67,0,0,39,14
0007CDEC0B,4,60,35,258,6,103,6,30,0,78
0007CDEEE2,6,65,17,75,3,85,3,18,105,0
