ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,0,3.14769881428571,0,16.4577116,0,0,1.64647156,69.0378242,56.1029398
0007CB0F67,0,0,0,73.6759037,0,0,2.44975830714286,80.0070149,25.75117695,7.97523202222222
0007CB48B4,3.14769881428571,0,0,53.3770229,0,0,0,57.3316333,66.7453111666667,70.799936575
0007CB6DFA,0,73.6759037,53.3770229,0,0,0,0,0,0,30.7933229375
0007F29741,16.4577116,0,0,0,0,0,0,51.5337901,0,80.43835985
0007F2B88A,0,0,0,0,0,0,1.67344275,0,2.0391994,0
0007F2C687,0,2.44975830714286,0,0,0,1.67344275,0,0,9.4697229,0
0007F2EEFA,1.64647156,80.0070149,57.3316333,0,51.5337901,0,0,0,50.4174626,0
0007F2F26A,69.0378242,25.75117695,66.7453111666667,0,0,2.0391994,9.4697229,50.4174626,0,7.57319280625
0007F2F283,56.1029398,7.97523202222222,70.799936575,30.7933229375,80.43835985,0,0,0,7.57319280625,0
