ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,3.75,238.8,11.9,0,0,29.05,129.95,26.9,7.85
0007CB0F67,3.75,0,0,13,0,10.6,26.6,0,0,6.9
0007CB48B4,238.8,0,0,55.95,4,9.9,1.8,5.75,15,10.95
0007CB6DFA,11.9,13,55.95,0,0,8.65,42.8,0,44.2,63.1
0007F29741,0,0,4,0,0,0,5.35,14.95,0,0
0007F2B88A,0,10.6,9.9,8.65,0,0,127.25,14.85,13.1,3.4
0007F2C687,29.05,26.6,1.8,42.8,5.35,127.25,0,0,0,4.55
0007F2EEFA,129.95,0,5.75,0,14.95,14.85,0,0,0,0
0007F2F26A,26.9,0,15,44.2,0,13.1,0,0,0,57.45
0007F2F283,7.85,6.9,10.95,63.1,0,3.4,4.55,0,57.45,0
