ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,0,17.45,14.4,0,0,0,0,26.5,0
0007CB0F67,0,0,3.65,0,0,2.25,17.4,13.3,0,0
0007CB48B4,17.45,3.65,0,13.35,0,10.05,0,2.1,16.6,0
0007CB6DFA,14.4,0,13.35,0,0,0,0,0,1.8,0
0007F29741,0,0,0,0,0,0,0,0,0,0
0007F2B88A,0,2.25,10.05,0,0,0,52.65,0,10.75,0
0007F2C687,0,17.4,0,0,0,52.65,0,0,0,0
0007F2EEFA,0,13.3,2.1,0,0,0,0,0,1.55,0
0007F2F26A,26.5,0,16.6,1.8,0,10.75,0,1.55,0,32.55
0007F2F283,0,0,0,0,0,0,0,0,32.55,0
