ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,1.80906013333333,0,52.2040246428571,0,8.25588743333333,0,64.3458501666667,27.0359255888889,56.791435375
0007CB3491,1.80906013333333,0,82.6981531,53.3025394684211,0,48.2239432925926,68.431284075,47.0757444333333,65.5729187863636,40.1439652962963
0007CB4837,0,82.6981531,0,55.4624957666667,0,70.9370907333333,0,52.0121467,29.5240823666667,0
0007CB6AB4,52.2040246428571,53.3025394684211,55.4624957666667,0,0,55.6225557470588,0,46.75032919375,37.3870710483051,54.267011497619
0007CD5116,0,0,0,0,0,35.56136245,0,89.692513,67.6970251666667,0
0007CDE223,8.25588743333333,48.2239432925926,70.9370907333333,55.6225557470588,35.56136245,0,0,51.2924981315789,56.0086811758621,35.87545332
0007CDE4F0,0,68.431284075,0,0,0,0,0,77.7542274333333,0,0
0007CDEAA7,64.3458501666667,47.0757444333333,52.0121467,46.75032919375,89.692513,51.2924981315789,77.7542274333333,0,50.2904818277778,54.8745459
0007CDEC0B,27.0359255888889,65.5729187863636,29.5240823666667,37.3870710483051,67.6970251666667,56.0086811758621,0,50.2904818277778,0,18.5521009
0007CDEEE2,56.791435375,40.1439652962963,0,54.267011497619,0,35.87545332,0,54.8745459,18.5521009,0
