ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,1.20656662523104,1.80082468484434,0.236208393291853,0.334597275385694,4.78239138476179,0,1.21992564029487,0.404548610450928,0.424968449905245
0007CB3491,1.20656662523104,0,2.78647975216664,1.75514540725507,0.175718602646044,1.24314127184381,0.0950087584039743,1.25560687786025,0.450598695532222,1.01875106030012
0007CB4837,1.80082468484434,2.78647975216664,0,0.85287801817285,0,0.314895948489801,0.052910280622852,2.65464749312828,1.2726234140198,1.01294638850218
0007CB6AB4,0.236208393291853,1.75514540725507,0.85287801817285,0,0.228866618930505,0.577322382166953,0.829960381914079,0.721239875445056,2.81332922108627,1.47984458621429
0007CD5116,0.334597275385694,0.175718602646044,0,0.228866618930505,0,0.579656168697276,7.91650530227218,0.180475249958972,0.100867742785111,0.215974891876203
0007CDE223,4.78239138476179,1.24314127184381,0.314895948489801,0.577322382166953,0.579656168697276,0,0.267967492453202,1.71091466157514,0.625691401225412,2.19750891679941
0007CDE4F0,0,0.0950087584039743,0.052910280622852,0.829960381914079,7.91650530227218,0.267967492453202,0,0.598785109053799,0.199270133250942,0.479789903235251
0007CDEAA7,1.21992564029487,1.25560687786025,2.65464749312828,0.721239875445056,0.180475249958972,1.71091466157514,0.598785109053799,0,0.870860126342448,1.08865592068835
0007CDEC0B,0.404548610450928,0.450598695532222,1.2726234140198,2.81332922108627,0.100867742785111,0.625691401225412,0.199270133250942,0.870860126342448,0,1.60082542627312
0007CDEEE2,0.424968449905245,1.01875106030012,1.01294638850218,1.47984458621429,0.215974891876203,2.19750891679941,0.479789903235251,1.08865592068835,1.60082542627312,0
