ID,0007ABF555,0007ACA781,0007CB2224,0007CD38E5,0007CD72E3,0007CD7FB2,0007CD81D3,0007CDEAA7,0007CDEEE2,0007CE0327
0007ABF555,0,36,8,21,24,59,11,12,16,14
0007ACA781,36,0,4,21,16,32,31,8,56,19
0007CB2224,8,4,0,0,31,9,7,0,17,34
0007CD38E5,21,21,0,0,69,60,154,11,27,40
0007CD72E3,24,16,31,69,0,61,109,38,121,39
0007CD7FB2,59,32,9,60,61,0,61,10,32,34
0007CD81D3,11,31,7,154,109,61,0,23,54,109
0007CDEAA7,12,8,0,11,38,10,23,0,21,22
0007CDEEE2,16,56,17,27,121,32,54,21,0,84
0007CE0327,14,19,34,40,39,34,109,22,84,0
