ID,0007ABF555,0007ACA781,0007CB2224,0007CD38E5,0007CD72E3,0007CD7FB2,0007CD81D3,0007CDEAA7,0007CDEEE2,0007CE0327
0007ABF555,0,49,15,18,36,25,19,15,7,25
0007ACA781,49,0,20,32,65,12,57,10,68,48
0007CB2224,15,20,0,18,80,47,19,3,12,57
0007CD38E5,18,32,18,0,103,25,146,3,22,42
0007CD72E3,36,65,80,103,0,66,176,56,57,135
0007CD7FB2,25,12,47,25,66,0,27,4,6,51
0007CD81D3,19,57,19,146,176,27,0,19,40,124
0007CDEAA7,15,10,3,3,56,4,19,0,7,9
0007CDEEE2,7,68,12,22,57,6,40,7,0,60
0007CE0327,25,48,57,42,135,51,124,9,60,0
