ID,0006CB224,0007ABF555,0007AC2B02,0007ACA781,0007CB7051,0007CD6778,0007CD765E,0007CDADED,0007CDC443,0007CDEAA7
0006CB224,0,19,39,21,17,16,0,18,50,12
0007ABF555,19,0,113,83,107,22,10,35,39,34
0007AC2B02,39,113,0,179,508,153,66,72,145,77
0007ACA781,21,83,179,0,189,46,26,193,88,136
0007CB7051,17,107,508,189,0,109,133,76,172,92
0007CD6778,16,22,153,46,109,0,9,23,55,35
0007CD765E,0,10,66,26,133,9,0,11,17,17
0007CDADED,18,35,72,193,76,23,11,0,52,22
0007CDC443,50,39,145,88,172,55,17,52,0,30
0007CDEAA7,12,34,77,136,92,35,17,22,30,0
