ID,0006CB224,0007ABF555,0007AC2B02,0007ACA781,0007CB7051,0007CD6778,0007CD765E,0007CDADED,0007CDC443,0007CDEAA7
0006CB224,0,0.150927487352445,0.0161979937510278,0.0268948655256724,0.0194668731335029,0.0309597523219815,0,0.0187154402381965,0.0576029216467465,0
0007ABF555,0.482913669064748,0,0.0668475579674396,0.0867327242311159,0.128746820042031,0.103715170278638,0,0.0778392173543173,0.0849933598937584,0.0702746365105008
0007AC2B02,0.177158273381295,0.22849915682968,0,0.337665680092653,0.52958743501825,0.318498452012384,0.247914183551847,0.0723096554657593,0.617197875166001,0.0821217016693594
0007ACA781,0.18794964028777,0.189432265317594,0.215753987830949,0,0.165800243335914,0.112229102167183,0,0.717566992769034,0.100929614873838,0.532848680667744
0007CB7051,0.158273381294964,0.327150084317032,0.393685249136655,0.192896667095612,0,0.165634674922601,1.18116805721096,0.0608251807741387,0.102257636122178,0.332525578890684
0007CD6778,0.0719424460431655,0.0753232152894884,0.0676697911527708,0.0373182344614593,0.0473398960292004,0,0,0.013611229264143,0.0516268260292166,0.103123317178245
0007CD765E,0,0,0.0171024502548923,0,0.109611768609667,0,0,0,0,0
0007CDADED,0.0395683453237411,0.051433389544688,0.0139779641506331,0.217089177712006,0.0158168344209711,0.0123839009287926,0,0,0.202357237715803,0.00969305331179321
0007CDC443,0.312050359712231,0.143901068015739,0.305706298306199,0.0782396088019562,0.0681340559672601,0.120356037151703,0,0.518502764780944,0,0
0007CDEAA7,0,0.0733558178752108,0.0250781121526066,0.254664779307683,0.13659993363566,0.148219814241487,0,0.0153126329221608,0,0
