ID,0006CB224,0007ABF555,0007AC2B02,0007ACA781,0007CB7051,0007CD6778,0007CD765E,0007CDADED,0007CDC443,0007CDEAA7
0006CB224,0,0,0.8,0.666666666666667,1,0,0,0,0.6875,0.5
0007ABF555,0,0,0.476190476190476,0.8,0.388888888888889,0.142857142857143,0,0,0.5,0.75
0007AC2B02,0.2,0.523809523809524,0,0.558823529411765,0.471428571428571,0.546875,0.5,0.363636363636364,0.333333333333333,0.555555555555556
0007ACA781,0.333333333333333,0.2,0.441176470588235,0,0.722222222222222,0.555555555555556,0,0.277777777777778,0,0.619047619047619
0007CB7051,0,0.611111111111111,0.528571428571429,0.277777777777778,0,0.488888888888889,0.222222222222222,0.6,0.294117647058824,0.571428571428571
0007CD6778,0,0.857142857142857,0.453125,0.444444444444444,0.511111111111111,0,0,0.75,0.380952380952381,0.555555555555556
0007CD765E,0,1,0.5,0,0.777777777777778,0,0,0,0,1
0007CDADED,0,1,0.636363636363636,0.722222222222222,0.4,0.25,0,0,0.75,0.166666666666667
0007CDC443,0.3125,0.5,0.666666666666667,1,0.705882352941177,0.619047619047619,0,0.25,0,0.5
0007CDEAA7,0.5,0.25,0.444444444444444,0.380952380952381,0.428571428571429,0.444444444444444,0,0.833333333333333,0.5,0
