ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,0,0,0,0,0,0,0,0,0
0007CB3491,0,0,0,0,0,0,0,0,0,0
0007CB4837,0,0,0,0,0,0,0,0,0,0
0007CB6AB4,0,0,0,0,0,0,0,0,0,0
0007CD5116,0,0,0,1,0,0,0,0,0,0
0007CDE223,1,2,0,2,0,0,1,2,2,2
0007CDE4F0,0,0,0,1,0,1,0,0,0,0
0007CDEAA7,0,0,1,0,0,1,1,0,0,0
0007CDEC0B,1,3,0,2,0,2,2,1,0,1
0007CDEEE2,0,0,0,0,0,1,0,0,0,0
