Mouse_RFID,unique_identifier,group,repetition,fur_pattern,age,mutant,weight_pre,weight_post,weight_diff,rank_by_tube,DS_by_tube,rank_by_chasing,DS_by_chasing,chasing_pc1,chasing_pc2,log10(baseline_rate_mean),cs_plus_detection_speed,cs_plus_detection_speed_intraphase_shaping,cs_plus_detection_speed_crossreversal_shaping,cs_plus_pc1,cs_plus_pc2,cs_minus_pc1,cs_minus_pc2,switching_pc1,switching_pc2,switching_pc3,switching_pc4,switching_pc5,switching_pc6,shaping_pc1,shaping_pc2,shaping_pc3,time_in_arena_average,log10(corner_to_middle_ratio_average),ratio_social_to_total_time_average,social_interaction_pc1,social_interaction_pc2,social_interaction_pc3,social_interaction_pc4,social_interaction_pc5,social_interaction_pc6,social_interaction_pc7,social_interaction_pc8,social_interaction_pc9
0007CB6AB4,16,2,1,2,56,0,27.19,26.74,-0.450000000000003,8,-15.4333333333333,10,-27.5909090909091,-1.93233279748111,1.97346137929426,-0.151036630753245,0.55,1,1.1,0.858101961376941,-0.260714279059705,2.2699791593241,-0.421092273287837,0.638565393477441,-3.42231789794064,-1.9981781234827,0.0931543244098041,1.62014446685607,-0.745810277526862,0.571476590866817,-1.80645686672959,-1.04912457122466,16292.34,1.12583176021958,0.0713620974983063,3.40691891624046,4.24788801487126,-0.676146241475927,0.324534126063684,-1.04932730119808,0.901088167862412,3.55294096665408,1.74990096420959,2.05522310433167
0007CDE4F0,34,2,1,3,58,1,30.71,29.96,-0.75,6,-4.9,6,-0.230584169151534,1.79022833460247,0.317224402724337,0.665605108772484,0.35,1,1,-1.96130533734704,-0.0834490111531511,-1.49227420822451,0.463172205009866,-1.83462491057133,5.95669820148394,-0.138454285777556,1.37075054735323,1.19304376628806,2.38587046664694,1.351700926854,-4.01915674652098,0.446295715795012,1965.14444444445,2.33916219390538,0.0679441149364197,-4.77474228007516,-3.27279341061431,1.28843358047897,0.931972659570425,-0.643753939759724,-1.64493441950974,2.6241227754255,-1.03319899577789,0.966701475566416
0007CDEC0B,36,2,1,1,75,0,32.32,31.82,-0.5,2,26.5,1,16.8887353269067,2.55194998060933,0.0131470406108453,-1.19078048862245,0.4,1,1.28571428571429,3.01819209059291,-0.808389725523253,1.66781639591601,-1.40459346058309,1.04387392447317,-2.37673744453515,-0.209104172908463,-3.38086033910729,-1.90458268291846,-2.8007397549678,2.25980263053956,-0.500395288578517,-1.16094859820778,6761.72222222222,1.09594397102702,0.12284411433642,4.04722588023998,4.11085589194807,-0.93061244645087,-0.290363166656456,-1.88752461544955,-0.32882268745086,2.26735857554001,3.35603947806522,-0.447886442124686
0007CDEEE2,37,2,1,8,75,0,32.92,33.72,0.799999999999997,3,15,5,2.60787220026351,1.64481388814844,-0.239933838395295,-0.137827395591068,0.4,0.875,1,-0.00200711958577358,0.157124466217532,-0.950033521865915,0.294849958059551,-2.24301499768848,-4.7000594761702,-2.11629896964604,0.740982754514908,0.147200835615806,0.332090621225667,-2.9260329875007,3.4832556529331,0.588063750326839,5220.40222222222,1.17461855610514,0.106048448374136,4.38461005039514,2.34107922296011,0.777843892234738,1.24059142022381,-2.21024296477233,-1.42621658532771,2.26114990087242,1.02827817472776,-0.975490414394825
0007CDE223,33,2,1,6,75,0,33.16,31.48,-1.68,7,-5.15873015873016,2,15.5736035469906,3.05879214194263,0.604797366168403,-0.744345409611781,0.35,1.14285714285714,1.16666666666667,1.31809536702902,-0.237176838704018,0.106624781373229,-1.2291121372862,-0.185882644626964,-1.02623135188114,-1.27665364186933,1.07279611030843,0.665153292119872,-0.985293083235325,0.598324532667233,-0.064048314987959,1.26129342362839,5632.19111111111,1.56647049282967,0.0605795415717428,-6.76605086727311,4.24272726952036,4.53814622412577,1.60124651648523,0.211758362478703,-3.01348970112159,1.54546286487318,0.215835058350157,-2.53181634068896
0007CB3491,9,2,1,10,56,0,33.91,32.58,-1.33,10,-30.75,3,15.2255244755245,0.532825241546358,0.318036605936759,0.458612877458326,0.4,1,1.33333333333333,-1.22040791630826,0.125427974192443,-1.07646493477936,0.440797031974292,-3.43696963013145,1.99343800065054,-0.294911457268418,-2.61825978263267,-1.00635975716905,1.04946621110994,2.92765031446647,-0.43750365639041,0.0952331410114659,5103.48222222222,1.24760829951781,0.0788215627935087,4.53591889343628,0.792241052998126,-1.03738388155233,0.389184404545445,-1.12249831853361,2.29089632471432,2.99376500740728,0.5555851069673,-0.692542946202246
0007CB2224,6,2,1,9,58,0,35.99,35.41,-0.580000000000005,5,-0.857142857142861,9,-23.5909090909091,-2.20955565857811,1.37394969765819,0.621716785244806,0.4,0.5,2.66666666666667,-2.79833450447045,-3.85892987219906,-0.51248257784602,0.361305436076995,-4.65081002846063,4.62436177086196,1.6460043417675,1.08685687238111,0.893226047083254,0.550371366538979,-2.8711307139124,1.27116526937586,1.13555310759927,1378.77555555556,2.32709629606264,0.0688259631331503,-2.26292069369326,-1.05835032930511,-3.0625352727348,-1.31216777656846,-1.84679194886663,1.20874781106216,1.59333544326814,0.702470416493931,-2.1806177213128
0007CDEAA7,35,2,1,7,57,0,36.04,35.07,-0.969999999999999,9,-25.5,4,10.4642857142857,0.692752479733864,-1.08769665913565,-0.117233787800903,0.35,0.857142857142857,2.33333333333333,-0.463145194008983,-0.607394306091733,0.413582907372418,0.374411799314612,-4.39490042564623,-1.12485980789897,-0.0174610704948099,-1.35378488638302,-1.29395491069856,-1.36195080643009,1.3285653239969,1.52766684446695,1.55279096974857,3973.13555555556,1.3300235008509,0.0669451667336909,4.80558647601625,-1.06972391253252,1.25736750584572,1.55548344416891,-0.353524515690745,-1.64541326674732,2.84994404852631,-0.544114469552007,-0.429649064553752
0007CD5116,19,2,1,4,57,0,36.69,34.7,-1.98999999999999,4,12.7111111111111,7,-2.83333333333333,-0.202699375107703,-0.806457611633491,0.287876258483525,0.45,1.11111111111111,1,-1.21260862858491,0.0141810643314811,0.485555346450153,0.300494990889745,-4.71872062790813,-1.62473433874663,-0.0267128732211814,-2.09892464373229,-0.773910862449417,-0.41027701325876,1.78773155589303,-0.94385089362379,-0.182404968134738,1040.89333333333,2.74733561831451,0.0751683383076929,-12.2852519159291,-2.17277658451667,-0.624339659115519,-1.98214861159691,0.0611040326949746,-1.49678671584917,0.157310370798143,-0.131648823413657,1.12922540596199
0007CB4837,14,2,1,5,56,1,40.03,37.21,-2.82,1,28.3880952380952,8,-6.51428557966797,-6.34668275655857,0.315548449858712,0.119382813147715,0.45,3.33333333333333,0.333333333333333,-0.766466970027274,0.0908790864937324,0.847643237586656,0.16033694582707,-2.50866804592831,0.636504361619926,1.67957031060435,1.73550989878294,-0.615604818709564,-2.49108375481676,-1.62321722488539,-0.0847748142474261,1.72519253868027,3782.17333333333,1.35856643446469,0.129381813395943,-4.29605317073461,2.6649032630873,-0.0981412697535805,-5.64334517211689,-0.553312027707444,1.2207380312762,0.869861956235294,-0.902975886281521,-0.16584066964213
0007CDAD6B,27,3,1,4,78,0,28.63,29.17,0.540000000000003,6,0.833333333333334,10,-14.4416666666667,-2.06626552468736,-1.05231793459639,-0.72792106857177,0.4,1,0.8,1.18415210707925,0.253540787092395,0.750398356311944,-1.26291735308558,6.96551278408306,1.1060491767719,0.140268100209902,-1.22096545006789,0.409405362714856,0.50609674983015,1.78953847355242,1.2999869723916,-1.71210744541039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0007CE0327,38,3,1,6,78,0,29.83,28.94,-0.889999999999997,8,-9.57142857142857,6,-4.86666666666667,-1.76554536628517,-1.67897832083905,-0.423884670508611,0.35,0.285714285714286,1.4,0.145389634038421,0.328061434766067,0.0475401285080398,-1.18698909466941,3.5321944997424,3.21136550464041,-1.5746707197027,-1.12042095718504,-2.77445877703822,-0.227144361707982,3.10999570459974,0.137927420732736,-0.478666302070047,3009.1,2.15658171033815,0.121533911238474,4.19222193796546,-3.23700074825111,-3.91678297261651,2.45043596022678,-2.23435514148949,0.534235549334173,1.53168962602234,-0.17408444475798,1.5466140507313
0007CDC91B,31,3,1,3,78,0,31.69,30.96,-0.73,3,8.8,3,8.96666666666667,0.661767711026657,-2.11618494889809,-0.187177187396231,0.35,3,0.25,-0.384874803384641,0.431119011411492,-0.0221295372354495,-1.16187308369373,9.54811776342241,-1.13364158765503,7.04682226564107,-1.67118244983854,-0.18671132775477,0.780366390092858,0.605067478765189,-0.380832387382981,-2.30831012229049,9189.12820512822,1.64140967321685,0.105727225037391,1.68260135547747,0.168553196474257,-3.38443246210281,-3.09518680242672,-0.73753649456542,-1.19216283993414,-0.956473479066361,0.24706948216852,-0.0130093294642304
0007CDDBAF,32,3,2,9,61,0,32.41,31.72,-0.689999999999998,10,-18.9380952380952,1,10.4416666666667,0.23278572022156,-1.61599607690664,0.376950569008251,0.5,0.4,0.909090909090909,-1.05632109356589,0.924941586117581,-2.03236609460312,-0.00543374641811532,1.78412623554971,0.967756103362014,-0.674711603376139,1.7313850653296,1.01184579970738,-0.939966078837734,-0.322144861666275,-1.23906141007809,3.69507516879646,13468.9743589744,1.88483129058831,0.113126653848351,5.55631926178952,-0.82358227036619,-2.8953706662021,0.954651130101422,-0.801672347872349,0.229412004147979,0.144158842212247,0.333589106559888,0.0887842673106554
0007CD86B3,26,3,1,7,78,0,32.71,32.56,-0.149999999999999,2,8.9547619047619,2,9.59166666666667,1.79810993962887,-1.46003628175199,0.0381799935268971,0.45,2.5,0.5,-0.445855041224101,0.376170692579255,-1.87192148394338,-0.00967301868687082,0.559696707955925,1.63911599310007,-0.189823777828409,2.44993272021131,-4.42005262136264,-1.30423059921807,-0.930144490689472,0.743643976511785,0.252146460305797,11803.2717948718,1.38047695387028,0.154945521406928,5.49613553403919,2.86673905970573,-2.04781232844089,-1.42117511307602,-0.0867072378261583,-0.350162277564666,-1.32703405575304,0.72991912513971,-0.476354502450242
0007CD7FB2,24,3,1,2,63,1,34.07,33.52,-0.549999999999997,7,-1.91666666666667,8,-7.25833333333333,-6.51954059950882,-0.163316441956243,-0.232176862402692,0.6,1,1,0.553603065866071,0.78908888396709,-1.16234957710476,0.182821417914248,-0.415650649486547,4.12738837583618,0.67386400835473,0.588972579255278,-2.53280683554967,-0.106528923144077,0.235911564097161,-0.664778559060885,1.952024049964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0007CDC395,29,3,1,5,63,1,34.19,32.36,-1.83,5,3.10714285714286,9,-10.625,-6.21445410245276,0.368559468704826,-0.245342003595859,0.45,0.777777777777778,0.9,0.120351197667315,0.392943150066643,-2.53063481343237,-0.706971239251643,4.28060648711738,2.32245798366806,-0.991478141600148,-0.558720572508086,0.568075082944034,-0.892640901663977,1.52974091113453,-0.742631325793009,1.69582738076944,5224.65641025641,2.18709711133968,0.119327194132751,4.34264601507258,-2.35230232654468,-2.20537058778341,-0.615765385710839,-0.424381517013146,-1.53668093490921,0.65875324457107,-0.955457218114353,-0.854087359881008
0007CB0942,5,3,2,1,59,0,34.47,36.17,1.7,9,-14.1761904761905,7,-5.59166666666667,-3.00195346177052,-1.50897195677281,-1.1484319905878,0.45,0.909090909090909,0.818181818181818,1.91217925922076,0.549728983082415,0.565122990605922,-1.314580262232,-0.885466373663426,0.110028848819647,-0.457634859263725,-0.0708475817479141,-0.0142179056767367,-0.310707120827122,0.602792247180579,-0.601853651498608,0.390627019399981,2623.58461538461,1.64732692225559,0.0589309205060995,-12.5701663619718,-0.372676284236767,2.93909391320869,-0.27009208937997,-3.66748133166625,-1.43428273616404,-2.0652306343414,-1.83789472905739,-0.380475160467637
0007CD38E5,18,3,1,10,59,0,35.51,33.64,-1.87,4,5.49047619047619,5,6.7,2.57229000848502,-3.01346847552116,0.178192494405205,0.35,0.5,0.75,-1.05794097878794,0.18688206488996,-0.647531272218297,-0.271187907674365,0.239666458222229,0.687231971153483,0.283829340722526,3.06450095688002,0.184105766928795,-0.467453164818413,-2.12936404840248,-0.115636881658516,1.49438180544051,8245.30256410256,1.48814753538677,0.15311313232585,6.62604615334222,0.961275358298541,-1.42244002180948,1.44155208163239,-1.88631782266779,1.03375344282047,0.148655201663819,0.503656001242765,-1.83249560618175
0007CD81D3,25,3,1,8,59,0,37.51,33.42,-4.09,1,17.4166666666667,4,7.08333333333334,0.777047223826068,-1.43622983856154,-0.684930851749502,0.35,1.14285714285714,0.571428571428571,0.649069919287552,-0.00600346754980691,0.371659242603055,0.564908922952464,2.60164735778352,0.688479024340217,-2.15494629583607,-0.415914532771891,-0.365554492772721,-1.10562568296269,1.45767901242511,2.67257837248232,0.362560557879798,10424.417948718,2.04910310168962,0.165997831029366,4.21057688191654,4.2976034297482,-2.31276597477911,-1.49018234770886,-0.55453826367067,-1.13352762911638,-1.65737080211648,1.39768246169993,0.368207320011396
0007CD765E,22,4,2,5,62,0,30.89,27.91,-2.98,7,-7.95952380952381,6,-4.67440476190476,-3.93758100454153,-2.03570986937608,-0.261213039807744,0.4,1.25,1,0.521048299499837,-0.41963359061971,0.350278668715772,-0.149140747742607,-3.30151175888273,0.330674638753446,1.84430197165998,1.83016303812142,-0.256870132511346,0.0536034817643306,-2.71293415569692,-1.29142070030071,-0.178084368361961,743.902564102564,2.94036071147576,0.127835875941845,-2.07247414572208,-4.88185829675294,-0.573279400838576,4.43217640729487,0.431350697473705,-0.489835355953429,-1.01364911518195,2.8254514339482,-0.460247212577344
0007ABF555,1,4,1,1,62,1,32.48,30.89,-1.59,9,-13.0714285714286,3,10.3870778611632,1.59612767892017,-0.372834421700227,0.377146212895807,0.4,1.14285714285714,0.875,-1.06382571510303,0.157261443771279,-1.74345149915066,0.474235413390421,-3.19970979775854,2.50608734764973,0.315645295993771,0.987443157322866,1.61730151119949,1.56837138738713,0.408286102167503,-2.58607490107,-0.395614622200787,3224.66666666667,1.5166521997331,0.0839546126810961,2.09467428435543,-0.284142244798364,0.26887767192571,0.118817870744358,0.762418023024423,-0.224184948156709,-0.707277845182133,0.71629090188271,1.0998529620778
0007ACA781,3,4,1,10,79,0,32.69,31.11,-1.58,8,-12.8333333333333,7,-6.84137291280148,2.28421547501189,0.366668869495041,-0.308146305432804,0.4,1,1.14285714285714,0.335001326065031,-0.56604095212392,-2.39358352007566,-0.759435339544018,-1.28106282486025,-0.650978798593875,-2.16139372265192,-0.898437311561323,-1.11262924302937,-0.242006835410962,1.12992561317263,-0.0340026989810674,0.770887165345624,5363.18205128205,1.586448826777,0.102784846921628,-0.758995113545334,1.48666516454783,5.36142341815886,0.75679961398369,1.5462775202701,1.11562156246617,-2.30400916775745,-0.185342064230727,-0.289746374028919
0007CB7051,17,4,2,4,61,0,32.78,33.79,1.01,2,11.2142857142857,4,6.16899618383939,1.20448586473829,0.850101107407346,0.741766290258266,0.4,1.375,1,-1.90253613547216,-0.257125407780938,-1.7099505716856,-0.078246992466942,-6.36678777522835,-0.82265161322038,0.678866526679994,-0.862772579304568,0.366140617356639,0.134400909660271,0.549409885570959,-2.81781329746237,-0.750146480976593,6550.63076923077,1.35452958783972,0.102392958047493,3.62618236166217,3.09519673651266,0.636321520262765,-0.465257038509244,-1.44830102059483,1.28146826527948,-0.569870557411176,1.00567493898765,0.841163889457012
0007AC2B02,2,4,2,2,60,0,33.03,33.92,0.890000000000001,3,7.75,2,12.2858741258741,1.93051644452956,-0.85115873625308,0.650487344498453,0.35,0.857142857142857,1.16666666666667,-1.77679452192515,-0.347056194771081,-2.24837315210365,0.311521095998826,-8.09543569121644,0.141601440083339,1.529151219451,-0.957688391845151,0.0256488747713117,1.86323723081588,-1.07351133719766,-0.38498302136151,-1.31047961499976,5069.53333333333,0.991022887453138,0.123973379434105,-0.973844438307268,2.60375452884101,1.51790145298199,-2.50351652068909,-0.0467016190675899,3.93838845742049,0.280779569988191,-0.165752653507952,2.42132950065724
0007CDEAA7,35,4,2,7,60,0,35.07,33.11,-1.96,10,-16.3166666666667,9,-13.8285714285714,1.60947881156994,0.264989113572058,-0.233818393338655,0.4,0.888888888888889,1.125,0.360385266121035,-0.228903626818139,1.39382297207942,0.135183451250569,-8.17750093125316,-5.58484518683,0.379317503869953,-0.826164851936969,-0.50188146041465,0.558347214788779,-2.17538388509716,-0.519461403711904,-0.81939267798845,3444.76666666667,1.31564299977173,0.100603740047147,-6.51278840192736,3.24352024101549,3.04573826214593,0.981628799178299,1.18170479350143,0.599187832108363,-0.671837312292094,1.05586161837003,2.39278259360113
0007CB2224,6,4,2,9,62,0,35.46,34.21,-1.25,6,0.933333333333334,10,-15.027522782096,-1.46245624915231,-1.09861174846904,0.452478815723806,0.15,1,1,-2.44952845382726,-5.37702030697463,-0.408834428217652,-0.329565860248988,-2.18723384316011,3.01000921755292,1.01779911908709,0.970703535099988,1.06911381521305,1.68266389545868,1.02758421771447,-3.13229026491825,-1.32774534989814,1788.91282051282,1.46005211923923,0.0793606201159277,-2.2533884003475,-3.10553941445597,0.942970793459895,0.15278437459832,0.222279842712172,1.02519858263142,-0.804943620287618,0.193674146358499,1.36905782509797
0007CDC443,30,4,2,6,60,0,37.22,35.72,-1.5,5,5.68333333333333,5,4.69659038116355,-2.58369049229251,-2.98255906056485,0.696011850681023,0.4,1.28571428571429,0.875,-1.51175947063928,-0.403082545026437,-3.66122925229843,-0.0191753529543666,-7.79880528852682,-4.63902703608763,-0.235722697957827,-1.17900722266396,-1.59049788942132,0.483020437750833,-0.713977346970833,-0.582828793757645,-0.566061099356806,3598.31794871795,1.93041375964673,0.115569667879009,0.746349312701007,-0.0526106092356553,0.512145621405817,-0.732403031116521,0.158533268615445,0.821051965580402,0.743442786956208,-0.228701218191391,3.76447637290083
0007CDADED,28,4,2,8,60,0,37.41,35.15,-2.26,4,6.16666666666667,8,-10.6904761904762,-1.22448203994848,-1.13601142755654,0.714926007529803,0.4,1,1.28571428571429,-1.98009334452453,0.128479008392425,-1.38400368000065,0.383440585056086,-8.20177041843319,-1.2872351621347,0.670387573078552,-0.842139397493764,-0.134390765734864,1.29144027081823,-1.38009465366747,-0.00374516090775374,-0.231252354912711,4299.02307692308,2.08553044041242,0.0962311652200053,5.01343141832991,-1.66048133910879,-0.367818485233834,1.99190237706182,0.553244184193482,0.174534828629408,0.641661336276332,1.92860466661582,2.68848025872296
0007CD6778,20,4,2,2,62,1,38.56,35.79,-2.77,1,18.4333333333333,1,17.5238095238095,-0.0684671686491398,-3.5656797622859,0.561739550517968,0.35,1,1,-1.56339033970838,0.0717305767119182,-2.04734448706352,0.54880177283794,-5.69689093446489,-0.506387482237952,1.324837156017,-0.104354338129552,2.60327296633687,1.35934795220295,-2.67855496696107,-0.597753998985264,-0.397512449628589,2882.07948717949,1.49148727414506,0.0963620462789065,1.71262169719238,-1.89098676999237,2.4716902396747,0.217013442959922,-0.591498429846093,2.97110286278036,-0.283788484300816,-0.450272688576552,-0.0389668106954267
0007CE0327,38,5,2,6,81,0,28.41,29.13,0.719999999999999,9,-21.6111111111111,7,-2.49920634920635,1.4147448521677,0.621790525114462,-0.335434804920808,0.3,1,1,0.16071333425891,0.0758946269335631,-1.58646167648253,-0.903072496234088,-0.817028449256597,-1.86468120959621,-0.734639815543698,0.512765475818018,2.22329650271958,-0.770379849255537,-1.47430966649641,0.320854976667676,-0.0245464256078767,3005.46666666667,3.54345646428615,0.0935089709545146,1.23836377413405,-5.65291951885657,-2.24947482776493,-1.28522053042159,-0.654476107754723,-1.34071455509318,1.29087574805588,-0.0784861347010288,0.936453200181071
0007CDEC0B,36,5,2,2,81,0,31.29,30.86,-0.43,3,12.9166666666667,1,10.8576097105509,2.64548981598483,0.745141981344035,-1.66663375639826,0.55,0.909090909090909,1.1,3.81202832661952,-0.341653228826989,3.07065299406841,-1.75510543992025,2.41605760877278,-2.09265528463555,0.238842903707984,-2.74687392490856,3.16842011103866,-0.333654276836346,-0.495853420396399,3.43529767582582,-3.0559165391551,1551.25238095238,1.21738154273297,0.107981876394802,-10.3498052445671,0.196280911965061,-0.0435616487532643,-0.98473054330624,-3.81160401117673,2.06666513654571,-0.0349811844918715,-0.602381868087016,-0.985074144296576
0007CDDBAF,32,5,3,9,64,0,31.31,32.86,1.55,7,-3.7,6,-1.05697032436163,2.1180369732642,1.28769106639385,-0.844372644018146,0.5,0.714285714285714,1.07692307692308,2.34878128045112,0.122705280429016,-3.29195399507518,-0.611899072185038,-0.469660932981022,-1.50708005614672,0.770069508456663,0.755720811606465,2.33488173193918,-1.1565082096788,-0.443383939147892,-4.16443344953835,1.04608278039222,12572.8333333333,1.84388242645291,0.094442098326134,5.46968370155173,-1.18871172839517,-0.844351408561489,-1.39372630828151,0.580203160749976,-0.0437350982591433,0.29493690214454,-0.594684987584582,0.641507301790078
