ID,0007CA3A3A,0007CB0942,0007CB2302,0007CB30A6,0007CB3713,0007CB47A6,0007CDDBAF,0007CDE223,0007CDEC0B,0007CE0327
0007CA3A3A,0,63.42371671875,15.9661466804878,33.7789209222222,37.2024886857143,55.9257289909091,59.2965770441176,59.3226974816327,59.0531425203704,58.8787682176471
0007CB0942,63.42371671875,0,0,16.8637165888889,55.9724938111111,56.5712557454545,27.0896278471698,56.998705224,54.2294670058824,50.8441349888889
0007CB2302,15.9661466804878,0,0,6.34873422272727,31.1951635363636,0,46.9494896833333,52.1611555538462,49.6934449,36.57885935
0007CB30A6,33.7789209222222,16.8637165888889,6.34873422272727,0,65.0596966333333,66.056473,62.42096702,59.7040881333333,62.2697608833333,15.8413368076923
0007CB3713,37.2024886857143,55.9724938111111,31.1951635363636,65.0596966333333,0,20.2902413,63.2375886,48.8908931166667,38.211543076,14.1416308833333
0007CB47A6,55.9257289909091,56.5712557454545,0,66.056473,20.2902413,0,54.0825571836364,33.250074828125,33.10951515,28.6496840212121
0007CDDBAF,59.2965770441176,27.0896278471698,46.9494896833333,62.42096702,63.2375886,54.0825571836364,0,52.6995928543689,54.0055635431034,55.2715826272727
0007CDE223,59.3226974816327,56.998705224,52.1611555538462,59.7040881333333,48.8908931166667,33.250074828125,52.6995928543689,0,35.8404333128205,26.2219543533333
0007CDEC0B,59.0531425203704,54.2294670058824,49.6934449,62.2697608833333,38.211543076,33.10951515,54.0055635431034,35.8404333128205,0,52.78925716875
0007CE0327,58.8787682176471,50.8441349888889,36.57885935,15.8413368076923,14.1416308833333,28.6496840212121,55.2715826272727,26.2219543533333,52.78925716875,0
