ID,0007CA3A3A,0007CB0942,0007CB2302,0007CB30A6,0007CB3713,0007CB47A6,0007CDDBAF,0007CDE223,0007CDEC0B,0007CE0327
0007CA3A3A,0,0.930688703193571,3.2928118073711,1.48967224537017,1.03966600113363,0.899076027229899,1.30780280565216,0.319482875887486,0.45148109002894,0.686078949626906
0007CB0942,0.930688703193571,0,0.360695929744689,1.91458850338692,0.834812965166084,1.14012587224368,0.980867424289938,0.908325932934037,1.20337974526824,1.81245806433995
0007CB2302,3.2928118073711,0.360695929744689,0,3.81138857332439,0.413664777970199,0.157272633428218,0.498326412884302,0.160826939462241,0.435835457483373,1.40055070201312
0007CB30A6,1.48967224537017,1.91458850338692,3.81138857332439,0,0.431299301984836,0.502008472615313,0.735060371957854,0.64213651268817,0.108739477298435,0.324808664242115
0007CB3713,1.03966600113363,0.834812965166084,0.413664777970199,0.431299301984836,0,1.96916100606622,0.845072503161995,0.558465957522768,1.80675570364954,1.73312762883229
0007CB47A6,0.899076027229899,1.14012587224368,0.157272633428218,0.502008472615313,1.96916100606622,0,1.36573804075078,1.1722023087608,1.05644981500537,1.53462755699218
0007CDDBAF,1.30780280565216,0.980867424289938,0.498326412884302,0.735060371957854,0.845072503161995,1.36573804075078,0,2.13970354161529,1.67624647661285,0.651576688383239
0007CDE223,0.319482875887486,0.908325932934037,0.160826939462241,0.64213651268817,0.558465957522768,1.1722023087608,2.13970354161529,0,2.01162755006886,1.40941388669091
0007CDEC0B,0.45148109002894,1.20337974526824,0.435835457483373,0.108739477298435,1.80675570364954,1.05644981500537,1.67624647661285,2.01162755006886,0,0.790169074996884
0007CE0327,0.686078949626906,1.81245806433995,1.40055070201312,0.324808664242115,1.73312762883229,1.53462755699218,0.651576688383239,1.40941388669091,0.790169074996884,0
