ID,0007CA3A3A,0007CB0942,0007CB2302,0007CB30A6,0007CB3713,0007CB47A6,0007CDDBAF,0007CDE223,0007CDEC0B,0007CE0327
0007CA3A3A,0,5.57380952380952,3.78194444444444,1.92916666666667,2.564,6.29666666666667,4.06976744186047,3.59767441860465,7.69649122807018,2.70555555555556
0007CB0942,5.57380952380952,0,0,2.5140350877193,2.66666666666667,2.56428571428571,3.24606060606061,2.99777777777778,3.88484848484848,2.59166666666667
0007CB2302,3.78194444444444,0,0,1.525,0,2.46666666666667,2.04761904761905,1.64,2.475,0
0007CB30A6,1.92916666666667,2.5140350877193,1.525,0,2.3,3.04,2.13333333333333,2.00952380952381,2.34761904761905,2.02424242424242
0007CB3713,2.564,2.66666666666667,0,2.3,0,2.10780141843972,2.10897435897436,3.3537037037037,3.30196078431373,3.74646464646465
0007CB47A6,6.29666666666667,2.56428571428571,2.46666666666667,3.04,2.10780141843972,0,2.6,5.41538461538462,4.28647342995169,2.79387755102041
0007CDDBAF,4.06976744186047,3.24606060606061,2.04761904761905,2.13333333333333,2.10897435897436,2.6,0,3.74704049844237,4.07435897435897,2.75047619047619
0007CDE223,3.59767441860465,2.99777777777778,1.64,2.00952380952381,3.3537037037037,5.41538461538462,3.74704049844237,0,2.85638629283489,2.25083333333333
0007CDEC0B,7.69649122807018,3.88484848484848,2.475,2.34761904761905,3.30196078431373,4.28647342995169,4.07435897435897,2.85638629283489,0,4.12727272727273
0007CE0327,2.70555555555556,2.59166666666667,0,2.02424242424242,3.74646464646465,2.79387755102041,2.75047619047619,2.25083333333333,4.12727272727273,0
