ID,0007CA3A3A,0007CB0942,0007CB2302,0007CB30A6,0007CB3713,0007CB47A6,0007CDDBAF,0007CDE223,0007CDEC0B,0007CE0327
0007CA3A3A,0,60.6666666666667,217.066666666667,64.5,56.7,76.9333333333333,320.533333333333,40,43.4333333333333,56.9
0007CB0942,60.6666666666667,0,12.8666666666667,43.0333333333333,24.8666666666667,56.6666666666667,156.933333333333,69.9333333333333,68.6333333333333,84.8666666666667
0007CB2302,217.066666666667,12.8666666666667,0,83.1666666666667,12.1666666666667,7.86666666666667,82.8666666666667,12.6666666666667,25.1666666666667,65.4333333333333
0007CB30A6,64.5,43.0333333333333,83.1666666666667,0,7.93333333333333,16.3333333333333,84.5666666666667,33.9666666666667,4.13333333333333,9.7
0007CB3713,56.7,24.8666666666667,12.1666666666667,7.93333333333333,0,81.6666666666667,114.833333333333,36.2,86.2666666666667,67.4
0007CB47A6,76.9333333333333,56.6666666666667,7.86666666666667,16.3333333333333,81.6666666666667,0,266.433333333333,114.966666666667,78.8666666666667,97.5666666666667
0007CDDBAF,320.533333333333,156.933333333333,82.8666666666667,84.5666666666667,114.833333333333,266.433333333333,0,554.933333333333,355.8,128.566666666667
0007CDE223,40,69.9333333333333,12.6666666666667,33.9666666666667,36.2,114.966666666667,554.933333333333,0,218.966666666667,136.3
0007CDEC0B,43.4333333333333,68.6333333333333,25.1666666666667,4.13333333333333,86.2666666666667,78.8666666666667,355.8,218.966666666667,0,57.2666666666667
0007CE0327,56.9,84.8666666666667,65.4333333333333,9.7,67.4,97.5666666666667,128.566666666667,136.3,57.2666666666667,0
