ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,0.08812928022362,0,0,0.0142285883047844,0.0678507980569048,0,0.0972212692967413,0,0
0007CB1E1F,0.148468045745039,0,0.12492443324937,0.124383423070647,0,0.0104890122600046,0.0380373341561246,0.0256556127310845,0,0
0007CB2183,0,0.029706498951782,0,0,0,0.0249114041175109,0.0185085878843978,0,0,0
0007CB2277,0,0.076105221124089,0,0,0.0789547154951759,0.0829287531806614,0.0365799650313689,0.00999218601105394,0,0.0774654088050315
0007CB3D9B,0.0121538849646821,0,0,0.0654284548866045,0,0.0236002775850104,0.119941478967397,0,0,0
0007CB3F5E,0.0493304742684156,0.00452670460217632,0.0452107472712006,0.0584925762767171,0.020087418783225,0,0.0451784428674275,0,0,0
0007CB6BC3,0,0.0369209344115005,0.0755495382031906,0.0580301843693913,0.229610356369363,0.101612306268794,0,0.135029540689919,0.0573439829605965,0
0007F2945F,0.0857921291624619,0.0134386542877109,0,0.00855425028552778,0,0,0.0728684562377867,0,0.0847584309549165,0
0007F2B8A6,0,0,0,0,0,0,0.0332280160444307,0.0910099104250048,0,0
0007F2E455,0,0,0,0.0261251427639093,0,0,0,0,0,0
