ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,15.0666666666667,0,8.66666666666667,1.16666666666667,4.03333333333333,4.36666666666667,18.7,0,3.13333333333333
0007CB1E1F,15.0666666666667,0,0,0,0,0,0,2.5,32.4333333333333,9.6
0007CB2183,0,0,0,0,0,0,0,0,0,0
0007CB2277,8.66666666666667,0,0,0,5.53333333333333,12.7666666666667,4.36666666666667,0,0,0
0007CB3D9B,1.16666666666667,0,0,5.53333333333333,0,0,9.66666666666667,0,0,5.76666666666667
0007CB3F5E,4.03333333333333,0,0,12.7666666666667,0,0,0,6.46666666666667,0,0
0007CB6BC3,4.36666666666667,0,0,4.36666666666667,9.66666666666667,0,0,4.8,5.5,0
0007F2945F,18.7,2.5,0,0,0,6.46666666666667,4.8,0,7.23333333333333,15.5
0007F2B8A6,0,32.4333333333333,0,0,0,0,5.5,7.23333333333333,0,10.4666666666667
0007F2E455,3.13333333333333,9.6,0,0,5.76666666666667,0,0,15.5,10.4666666666667,0
