ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,1,1,1,0,0,0,0,0,0
0007CB1E1F,2,0,0,1,1,2,1,3,2,0
0007CB2183,0,2,0,1,0,0,0,0,0,0
0007CB2277,1,0,0,0,2,2,2,2,1,1
0007CB3D9B,0,4,3,1,0,0,1,1,0,0
0007CB3F5E,0,2,0,1,0,0,1,0,0,0
0007CB6BC3,2,4,0,2,0,0,0,0,4,12
0007F2945F,1,6,1,0,0,0,1,0,0,0
0007F2B8A6,1,2,1,1,0,0,1,1,0,1
0007F2E455,0,0,0,0,0,0,2,0,1,0
