ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,0,0,0,0,1.4,0,1.96666666666667,0,0
0007CB1E1F,0,0,2.78888888888889,2.41666666666667,1.2,0,2.1047619047619,3.01666666666667,1.675,1.13333333333333
0007CB2183,0,2.78888888888889,0,0,1.36666666666667,0,0,0,1.2,0
0007CB2277,0,2.41666666666667,0,0,1.21428571428571,1.76190476190476,0,0,1.38333333333333,1.08888888888889
0007CB3D9B,0,1.2,1.36666666666667,1.21428571428571,0,1.93333333333333,1.99166666666667,0,0,1.48333333333333
0007CB3F5E,1.4,0,0,1.76190476190476,1.93333333333333,0,0,0,1.4,1.30833333333333
0007CB6BC3,0,2.1047619047619,0,0,1.99166666666667,0,0,1.53333333333333,1.03333333333333,0
0007F2945F,1.96666666666667,3.01666666666667,0,0,0,0,1.53333333333333,0,3.61666666666667,0
0007F2B8A6,0,1.675,1.2,1.38333333333333,0,1.4,1.03333333333333,3.61666666666667,0,2.86
0007F2E455,0,1.13333333333333,0,1.08888888888889,1.48333333333333,1.30833333333333,0,0,2.86,0
