ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,13.40151398,76.4067421,0,0,0,0,18.3800000333333,0,0
0007CB1E1F,13.40151398,0,0,0,0,0,0,0,0,69.3865988
0007CB2183,76.4067421,0,0,50.5963249,0,0,0,68.9655742,0,0
0007CB2277,0,0,50.5963249,0,0,0,0,0,0,0
0007CB3D9B,0,0,0,0,0,34.27473805,0,0,0,3.2563873
0007CB3F5E,0,0,0,0,34.27473805,0,0,67.9436289,0,0
0007CB6BC3,0,0,0,0,0,0,0,0,0,0
0007F2945F,18.3800000333333,0,68.9655742,0,0,67.9436289,0,0,61.3321967,52.419611525
0007F2B8A6,0,0,0,0,0,0,0,61.3321967,0,1.490559175
0007F2E455,0,69.3865988,0,0,3.2563873,0,0,52.419611525,1.490559175,0
