ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,1.72598494701434,1.14576751422852,1.15012751102597,0,0,0.523457417395813,2.4709825720449,1.81849225637324,0
0007CB1E1F,1.72598494701434,0,1.10990344927276,0.173151654392712,1.43426184321118,1.30735132525244,1.03570606451034,3.14431178647432,1.30526472905222,0
0007CB2183,1.14576751422852,1.10990344927276,0,1.55729691146078,4.29347050769357,0,0,0.37790937498866,1.40531830889319,0
0007CB2277,1.15012751102597,0.173151654392712,1.55729691146078,0,1.49109049349719,3.16561629935559,1.507253190662,0.482030008278436,0.996048934220896,0.796609445653394
0007CB3D9B,0,1.43426184321118,4.29347050769357,1.49109049349719,0,0,0.866035310240452,0.983941638537389,0,0
0007CB3F5E,0,1.30735132525244,0,3.16561629935559,0,0,2.2485373699072,0,0,0
0007CB6BC3,0.523457417395813,1.03570606451034,0,1.507253190662,0.866035310240452,2.2485373699072,0,0.119641168877479,1.23903858186491,4.15092824170526
0007F2945F,2.4709825720449,3.14431178647432,0.37790937498866,0.482030008278436,0.983941638537389,0,0.119641168877479,0,1.28037607604546,0
0007F2B8A6,1.81849225637324,1.30526472905222,1.40531830889319,0.996048934220896,0,0,1.23903858186491,1.28037607604546,0,1.93959825429531
0007F2E455,0,0,0,0.796609445653394,0,0,4.15092824170526,0,1.93959825429531,0
