ID,0007CA3A3A,0007CB0942,0007CB2302,0007CB30A6,0007CB3713,0007CB47A6,0007CDDBAF,0007CDE223,0007CDEC0B,0007CE0327
0007CA3A3A,0,0.235283933518005,0.356449514660261,0.117421430339025,0.123901987979658,0.0475386942860467,0.143667056490569,0.0661305050221255,0.0517065195176784,0.0676058383559654
0007CB0942,0.16694306246545,0,0.0430301210847592,0.26070279633754,0.0262367082755432,0.041370883277086,0.0646768698835615,0.075402121233406,0.0756591048436542,0.0404473168252125
0007CB2302,0.218782630059578,0.0372229916897506,0,0.311927740658253,0.0561719833564494,0.00680786686838124,0.0922357248182234,0.0168574840205099,0.0112814224402207,0.0442959843148645
0007CB30A6,0.0582888028990848,0.182392659279778,0.252276593615531,0,0.0486592695330558,0.0138484813220063,0.0399145777190218,0.0313970639881998,0.0252197016145514,0.037034347541936
0007CB3713,0.0658436213991769,0.0196502770083102,0.0486340438306815,0.0520910665676811,0,0.16705457930874,0.0234148573752988,0.0215635316429023,0.0931534845697936,0.10173553118873
0007CB47A6,0.0501811928014249,0.061547783933518,0.0117081957370159,0.0294481563969314,0.331830790568655,0,0.173488584939239,0.1421647819063,0.0846924177396281,0.225401205431705
0007CDDBAF,0.347091701983908,0.220221606648199,0.363054137896527,0.194258846820094,0.106449375866852,0.397067380425928,0,0.402121233405915,0.278642959329654,0.187713310580205
0007CDE223,0.11565628646889,0.185855263157895,0.0480336235364755,0.110616184112843,0.0709662505779012,0.235540556266728,0.291096761071847,0,0.321316165951359,0.246387335705468
0007CDEC0B,0.0776979301025736,0.160231994459834,0.0276193335334734,0.0763424894828014,0.263407304669441,0.12056324915629,0.173310621853867,0.276076420594226,0,0.311451601190909
0007CE0327,0.0571832197039493,0.0482167590027701,0.0610427299109376,0.0631031922791388,0.161927877947295,0.180612126149192,0.0657192250978799,0.11916134016998,0.175311669732271,0
