ID,0007CA3A3A,0007CB0942,0007CB2302,0007CB30A6,0007CB3713,0007CB47A6,0007CDDBAF,0007CDE223,0007CDEC0B,0007CE0327
0007CA3A3A,0,1.20057399983013,3.7996001243942,0.878445768765795,0.928334336031907,0.77961347142103,0.852142141323759,0.568843012621716,1.12886395329947,0.891388839630735
0007CB0942,1.20057399983013,0,0.180560100487943,3.50848537651912,0.179650154349503,0.0832527007021844,2.4398311032345,1.21995106639654,1.46099581919638,0
0007CB2302,3.7996001243942,0.180560100487943,0,3.72449943743954,1.04264855448952,0.100584592579816,0.344155972339434,0.595892177649787,0.342413929838984,1.05773804256945
0007CB30A6,0.878445768765795,3.50848537651912,3.72449943743954,0,0.720242315357566,0.434823148114732,0.393634000094908,0.805705571716168,0,0.430277533352559
0007CB3713,0.928334336031907,0.179650154349503,1.04264855448952,0.720242315357566,0,2.04869042775594,0.986130457216202,0.331201157577642,1.49788280353448,2.07553513759086
0007CB47A6,0.77961347142103,0.0832527007021844,0.100584592579816,0.434823148114732,2.04869042775594,0,1.02293413886174,0.938641290318289,1.2222247362331,2.4811577529281
0007CDDBAF,0.852142141323759,2.4398311032345,0.344155972339434,0.393634000094908,0.986130457216202,1.02293413886174,0,2.35335757211005,0.839122806019995,0.803186543045176
0007CDE223,0.568843012621716,1.21995106639654,0.595892177649787,0.805705571716168,0.331201157577642,0.938641290318289,2.35335757211005,0,1.4518756992648,0.935684780960262
0007CDEC0B,1.12886395329947,1.46099581919638,0.342413929838984,0,1.49788280353448,1.2222247362331,0.839122806019995,1.4518756992648,0,1.31122469870574
0007CE0327,0.891388839630735,0,1.05773804256945,0.430277533352559,2.07553513759086,2.4811577529281,0.803186543045176,0.935684780960262,1.31122469870574,0
