ID,0007CB3713,0007CB40DE,0007CB47A6,0007CB486D,0007CDEC0B,0007CDEEE2
0007CB3713,0,0,4.9,0,0,0
0007CB40DE,0,0,3.17777777777778,1.69803921568627,1.74736842105263,1.575
0007CB47A6,4.9,3.17777777777778,0,2.31388888888889,5.29583333333333,2.17777777777778
0007CB486D,0,1.69803921568627,2.31388888888889,0,1.70555555555556,1.34761904761905
0007CDEC0B,0,1.74736842105263,5.29583333333333,1.70555555555556,0,1.46666666666667
0007CDEEE2,0,1.575,2.17777777777778,1.34761904761905,1.46666666666667,0
